"","subjectid","activity","feature","axis","count","average"
"374",2,"WALKING_UPSTAIRS","fBodyGyro","X",96,-0.404001211541667
"375",2,"WALKING_UPSTAIRS","fBodyGyro","Y",96,-0.473922306458333
"376",2,"WALKING_UPSTAIRS","fBodyGyro","Z",96,-0.233336796739583
"377",2,"WALKING_UPSTAIRS","tBodyAcc","X",96,-0.02860580803125
"378",2,"WALKING_UPSTAIRS","tBodyAcc","Y",96,0.0433075833425
"379",2,"WALKING_UPSTAIRS","tBodyAcc","Z",96,-0.132317460370833
"380",2,"WALKING_UPSTAIRS","tBodyAccJerk","X",96,-0.100835551260938
"381",2,"WALKING_UPSTAIRS","tBodyAccJerk","Y",96,-0.0976794046820833
"382",2,"WALKING_UPSTAIRS","tBodyAccJerk","Z",96,-0.277132456625
"383",2,"WALKING_UPSTAIRS","tBodyAccJerkMag",NA,96,-0.269329152811458
"384",2,"WALKING_UPSTAIRS","tBodyAccMag",NA,96,-0.156649862408333
"385",2,"WALKING_UPSTAIRS","tBodyGyro","X",96,-0.248472161208333
"386",2,"WALKING_UPSTAIRS","tBodyGyro","Y",96,-0.249193323203125
"387",2,"WALKING_UPSTAIRS","tBodyGyro","Z",96,-0.04757919475625
"388",2,"WALKING_UPSTAIRS","tBodyGyroJerk","X",96,-0.273870081629167
"389",2,"WALKING_UPSTAIRS","tBodyGyroJerk","Y",96,-0.343948354277083
"390",2,"WALKING_UPSTAIRS","tBodyGyroJerk","Z",96,-0.256055854602083
"391",2,"WALKING_UPSTAIRS","tBodyGyroJerkMag",NA,96,-0.585054078854167
"392",2,"WALKING_UPSTAIRS","tBodyGyroMag",NA,96,-0.29862282028125
"393",2,"WALKING_UPSTAIRS","tGravityAcc","X",96,-0.071845160625
"394",2,"WALKING_UPSTAIRS","tGravityAcc","Y",96,-0.669991172083333
"395",2,"WALKING_UPSTAIRS","tGravityAcc","Z",96,-0.536946147883333
"396",2,"WALKING_UPSTAIRS","tGravityAccMag",NA,96,-0.156649862408333
"397",3,"LAYING","fBodyAcc","X",124,-0.982178369032258
"398",3,"LAYING","fBodyAcc","Y",124,-0.962632293548387
"399",3,"LAYING","fBodyAcc","Z",124,-0.965805610887097
"400",3,"LAYING","fBodyAccJerk","X",124,-0.981817909112903
"401",3,"LAYING","fBodyAccJerk","Y",124,-0.969898063225806
"402",3,"LAYING","fBodyAccJerk","Z",124,-0.981417124516129
"403",3,"LAYING","fBodyAccMag",NA,124,-0.966937246290323
"404",3,"LAYING","fBodyBodyAccJerkMag",NA,124,-0.975627487903226
"405",3,"LAYING","fBodyBodyGyroJerkMag",NA,124,-0.983423204677419
"406",3,"LAYING","fBodyBodyGyroMag",NA,124,-0.960014290322581
"407",3,"LAYING","fBodyGyro","X",124,-0.973076848306452
"408",3,"LAYING","fBodyGyro","Y",124,-0.977566088870968
"409",3,"LAYING","fBodyGyro","Z",124,-0.9647994075
"410",3,"LAYING","tBodyAcc","X",124,-0.353629893225806
"411",3,"LAYING","tBodyAcc","Y",124,-0.490506611510484
"412",3,"LAYING","tBodyAcc","Z",124,-0.532495756172581
"413",3,"LAYING","tBodyAccJerk","X",124,-0.451949101129032
"414",3,"LAYING","tBodyAccJerk","Y",124,-0.477453311773387
"415",3,"LAYING","tBodyAccJerk","Z",124,-0.493224710823391
"416",3,"LAYING","tBodyAccJerkMag",NA,124,-0.977802945645161
"417",3,"LAYING","tBodyAccMag",NA,124,-0.968504761290323
"418",3,"LAYING","tBodyGyro","X",124,-0.497681403064919
"419",3,"LAYING","tBodyGyro","Y",124,-0.524561684826613
"420",3,"LAYING","tBodyGyro","Z",124,-0.412753023959677
"421",3,"LAYING","tBodyGyroJerk","X",124,-0.540186571919355
"422",3,"LAYING","tBodyGyroJerk","Y",124,-0.512869959233871
"423",3,"LAYING","tBodyGyroJerk","Z",124,-0.526036074758064
"424",3,"LAYING","tBodyGyroJerkMag",NA,124,-0.984926440403226
"425",3,"LAYING","tBodyGyroMag",NA,124,-0.952919931209677
"426",3,"LAYING","tGravityAcc","X",124,-0.612135335564516
"427",3,"LAYING","tGravityAcc","Y",124,-0.072085325
"428",3,"LAYING","tGravityAcc","Z",124,-0.238052179354839
"429",3,"LAYING","tGravityAccMag",NA,124,-0.968504761290323
"430",3,"SITTING","fBodyAcc","X",104,-0.970880159711539
"431",3,"SITTING","fBodyAcc","Y",104,-0.870781704423077
"432",3,"SITTING","fBodyAcc","Z",104,-0.891155194711538
"433",3,"SITTING","fBodyAccJerk","X",104,-0.975616949134615
"434",3,"SITTING","fBodyAccJerk","Y",104,-0.955315954038462
"435",3,"SITTING","fBodyAccJerk","Z",104,-0.974002620961538
"436",3,"SITTING","fBodyAccMag",NA,104,-0.889406158846154
"437",3,"SITTING","fBodyBodyAccJerkMag",NA,104,-0.966228872307692
"438",3,"SITTING","fBodyBodyGyroJerkMag",NA,104,-0.977293954134615
"439",3,"SITTING","fBodyBodyGyroMag",NA,104,-0.936057286326923
"440",3,"SITTING","fBodyGyro","X",104,-0.962781850288462
"441",3,"SITTING","fBodyGyro","Y",104,-0.947891769230769
"442",3,"SITTING","fBodyGyro","Z",104,-0.932800554807692
"443",3,"SITTING","tBodyAcc","X",104,-0.356906260913462
"444",3,"SITTING","tBodyAcc","Y",104,-0.430060405266346
"445",3,"SITTING","tBodyAcc","Z",104,-0.486734047855769
"446",3,"SITTING","tBodyAccJerk","X",104,-0.450928774259615
"447",3,"SITTING","tBodyAccJerk","Y",104,-0.475453049809615
"448",3,"SITTING","tBodyAccJerk","Z",104,-0.489447524848558
"449",3,"SITTING","tBodyAccJerkMag",NA,104,-0.967815418557692
"450",3,"SITTING","tBodyAccMag",NA,104,-0.882842525096154
"451",3,"SITTING","tBodyGyro","X",104,-0.501985644471154
"452",3,"SITTING","tBodyGyro","Y",104,-0.510047787048077
"453",3,"SITTING","tBodyGyro","Z",104,-0.416201156415769
"454",3,"SITTING","tBodyGyroJerk","X",104,-0.538076397509615
"455",3,"SITTING","tBodyGyroJerk","Y",104,-0.507363448417308
"456",3,"SITTING","tBodyGyroJerk","Z",104,-0.516379833622788
"457",3,"SITTING","tBodyGyroJerkMag",NA,104,-0.977385363942308
"458",3,"SITTING","tBodyGyroMag",NA,104,-0.922436238057692
"459",3,"SITTING","tGravityAcc","X",104,-0.0281127366346154
"460",3,"SITTING","tGravityAcc","Y",104,-0.388309814511635
"461",3,"SITTING","tGravityAcc","Z",104,-0.379357867903846
"462",3,"SITTING","tGravityAccMag",NA,104,-0.882842525096154
"463",3,"STANDING","fBodyAcc","X",122,-0.965027348442623
"464",3,"STANDING","fBodyAcc","Y",122,-0.900254851147541
"465",3,"STANDING","fBodyAcc","Z",122,-0.922154494918033
"466",3,"STANDING","fBodyAccJerk","X",122,-0.959118889262295
"467",3,"STANDING","fBodyAccJerk","Y",122,-0.943723260409836
"468",3,"STANDING","fBodyAccJerk","Z",122,-0.97238542647541
"469",3,"STANDING","fBodyAccMag",NA,122,-0.92440250442623
"470",3,"STANDING","fBodyBodyAccJerkMag",NA,122,-0.948417141065574
"471",3,"STANDING","fBodyBodyGyroJerkMag",NA,122,-0.958726614180328
"472",3,"STANDING","fBodyBodyGyroMag",NA,122,-0.898561040327869
"473",3,"STANDING","fBodyGyro","X",122,-0.90163397
"474",3,"STANDING","fBodyGyro","Y",122,-0.930418549180328
"475",3,"STANDING","fBodyGyro","Z",122,-0.917958191885246
"476",3,"STANDING","tBodyAcc","X",122,-0.343348014836066
"477",3,"STANDING","tBodyAcc","Y",122,-0.453893481359836
"478",3,"STANDING","tBodyAcc","Z",122,-0.506520368857557
"479",3,"STANDING","tBodyAccJerk","X",122,-0.440998213558279
"480",3,"STANDING","tBodyAccJerk","Y",122,-0.466985074645902
"481",3,"STANDING","tBodyAccJerk","Z",122,-0.49056570712959
"482",3,"STANDING","tBodyAccJerkMag",NA,122,-0.954036941803279
"483",3,"STANDING","tBodyAccMag",NA,122,-0.920287061311475
"484",3,"STANDING","tBodyGyro","X",122,-0.462562417309016
"485",3,"STANDING","tBodyGyro","Y",122,-0.493149405011475
"486",3,"STANDING","tBodyGyro","Z",122,-0.422918938032787
"487",3,"STANDING","tBodyGyroJerk","X",122,-0.520198952262295
"488",3,"STANDING","tBodyGyroJerk","Y",122,-0.507837664885246
"489",3,"STANDING","tBodyGyroJerk","Z",122,-0.499988113736066
"490",3,"STANDING","tBodyGyroJerkMag",NA,122,-0.960009553278689
"491",3,"STANDING","tBodyGyroMag",NA,122,-0.887107285409836
"492",3,"STANDING","tGravityAcc","X",122,-0.0234948247540984
"493",3,"STANDING","tGravityAcc","Y",122,-0.629580226065574
"494",3,"STANDING","tGravityAcc","Z",122,-0.451699235312295
"495",3,"STANDING","tGravityAccMag",NA,122,-0.920287061311475
"496",3,"WALKING","fBodyAcc","X",116,-0.347945396448276
"497",3,"WALKING","fBodyAcc","Y",116,-0.102666633664655
"498",3,"WALKING","fBodyAcc","Z",116,-0.417686274224138
"499",3,"WALKING","fBodyAccJerk","X",116,-0.300645537827586
"500",3,"WALKING","fBodyAccJerk","Y",116,-0.0730617888888793
"501",3,"WALKING","fBodyAccJerk","Z",116,-0.528833181724138
"502",3,"WALKING","fBodyAccMag",NA,116,-0.373202308017241
"503",3,"WALKING","fBodyBodyAccJerkMag",NA,116,-0.138308253685
"504",3,"WALKING","fBodyBodyGyroJerkMag",NA,116,-0.578419326982759
"505",3,"WALKING","fBodyBodyGyroMag",NA,116,-0.601199532586207
"506",3,"WALKING","fBodyGyro","X",116,-0.526483566810345
"507",3,"WALKING","fBodyGyro","Y",116,-0.565207469396552
"508",3,"WALKING","fBodyGyro","Z",116,-0.482011302758621
"509",3,"WALKING","tBodyAcc","X",116,-0.0423946319827586
"510",3,"WALKING","tBodyAcc","Y",116,-0.0435454248153448
"511",3,"WALKING","tBodyAcc","Z",116,-0.250043427068966
"512",3,"WALKING","tBodyAccJerk","X",116,-0.0936025278066379
"513",3,"WALKING","tBodyAccJerk","Y",116,-0.017451405462931
"514",3,"WALKING","tBodyAccJerk","Z",116,-0.267554381163793
"515",3,"WALKING","tBodyAccJerkMag",NA,116,-0.209962836369828
"516",3,"WALKING","tBodyAccMag",NA,116,-0.291559634913793
"517",3,"WALKING","tBodyGyro","X",116,-0.298755039712069
"518",3,"WALKING","tBodyGyro","Y",116,-0.320854176956897
"519",3,"WALKING","tBodyGyro","Z",116,-0.197673908634483
"520",3,"WALKING","tBodyGyroJerk","X",116,-0.240581401268103
"521",3,"WALKING","tBodyGyroJerk","Y",116,-0.338937724655172
"522",3,"WALKING","tBodyGyroJerk","Z",116,-0.29351284521319
"523",3,"WALKING","tBodyGyroJerkMag",NA,116,-0.566753389396552
"524",3,"WALKING","tBodyGyroMag",NA,116,-0.513961218706897
"525",3,"WALKING","tGravityAcc","X",116,-0.0206324240517241
"526",3,"WALKING","tGravityAcc","Y",116,-0.612170998706897
"527",3,"WALKING","tGravityAcc","Z",116,-0.54509983062931
"528",3,"WALKING","tGravityAccMag",NA,116,-0.291559634913793
"529",3,"WALKING_DOWNSTAIRS","fBodyAcc","X",98,-0.053806206794898
"530",3,"WALKING_DOWNSTAIRS","fBodyAcc","Y",98,-0.0587114186622449
"531",3,"WALKING_DOWNSTAIRS","fBodyAcc","Z",98,-0.397087724173469
"532",3,"WALKING_DOWNSTAIRS","fBodyAccJerk","X",98,-0.128056805597959
"533",3,"WALKING_DOWNSTAIRS","fBodyAccJerk","Y",98,-0.141833391347316
"534",3,"WALKING_DOWNSTAIRS","fBodyAccJerk","Z",98,-0.57129226244898
"535",3,"WALKING_DOWNSTAIRS","fBodyAccMag",NA,98,-0.102454051279592
"536",3,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag",NA,98,-0.104290132670408
"537",3,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag",NA,98,-0.60059401
"538",3,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag",NA,98,-0.327408728195918
"539",3,"WALKING_DOWNSTAIRS","fBodyGyro","X",98,-0.218848452673469
"540",3,"WALKING_DOWNSTAIRS","fBodyGyro","Y",98,-0.547894352142857
"541",3,"WALKING_DOWNSTAIRS","fBodyGyro","Z",98,-0.425515387222449
"542",3,"WALKING_DOWNSTAIRS","tBodyAcc","X",98,0.117506718591837
"543",3,"WALKING_DOWNSTAIRS","tBodyAcc","Y",98,-0.0262528901358163
"544",3,"WALKING_DOWNSTAIRS","tBodyAcc","Z",98,-0.23919004419898
"545",3,"WALKING_DOWNSTAIRS","tBodyAccJerk","X",98,-0.0066160373877551
"546",3,"WALKING_DOWNSTAIRS","tBodyAccJerk","Y",98,-0.0502342090306122
"547",3,"WALKING_DOWNSTAIRS","tBodyAccJerk","Z",98,-0.286881261421327
"548",3,"WALKING_DOWNSTAIRS","tBodyAccJerkMag",NA,98,-0.148935848053061
"549",3,"WALKING_DOWNSTAIRS","tBodyAccMag",NA,98,-0.0519733098376531
"550",3,"WALKING_DOWNSTAIRS","tBodyGyro","X",98,-0.196613345232653
"551",3,"WALKING_DOWNSTAIRS","tBodyGyro","Y",98,-0.280338096177551
"552",3,"WALKING_DOWNSTAIRS","tBodyGyro","Z",98,-0.15924051459898
"553",3,"WALKING_DOWNSTAIRS","tBodyGyroJerk","X",98,-0.181776663687755
"554",3,"WALKING_DOWNSTAIRS","tBodyGyroJerk","Y",98,-0.360052065629592
"555",3,"WALKING_DOWNSTAIRS","tBodyGyroJerk","Z",98,-0.208112362709184
"556",3,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag",NA,98,-0.546243394081633
"557",3,"WALKING_DOWNSTAIRS","tBodyGyroMag",NA,98,-0.230544600295918
"558",3,"WALKING_DOWNSTAIRS","tGravityAcc","X",98,-0.00550167091836735
"559",3,"WALKING_DOWNSTAIRS","tGravityAcc","Y",98,-0.587461926020408
"560",3,"WALKING_DOWNSTAIRS","tGravityAcc","Z",98,-0.501148352897959
"561",3,"WALKING_DOWNSTAIRS","tGravityAccMag",NA,98,-0.0519733098376531
"562",3,"WALKING_UPSTAIRS","fBodyAcc","X",118,-0.338668617762712
"563",3,"WALKING_UPSTAIRS","fBodyAcc","Y",118,-0.0434246454805085
"564",3,"WALKING_UPSTAIRS","fBodyAcc","Z",118,-0.427645877372881
"565",3,"WALKING_UPSTAIRS","fBodyAccJerk","X",118,-0.482440407966102
"566",3,"WALKING_UPSTAIRS","fBodyAccJerk","Y",118,-0.275982035557542
"567",3,"WALKING_UPSTAIRS","fBodyAccJerk","Z",118,-0.708010198983051
"568",3,"WALKING_UPSTAIRS","fBodyAccMag",NA,118,-0.381930224322034
"569",3,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag",NA,118,-0.446765050338983
"570",3,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag",NA,118,-0.728455607457627
"571",3,"WALKING_UPSTAIRS","fBodyBodyGyroMag",NA,118,-0.479696693079661
"572",3,"WALKING_UPSTAIRS","fBodyGyro","X",118,-0.431518836559322
"573",3,"WALKING_UPSTAIRS","fBodyGyro","Y",118,-0.596669727711864
"574",3,"WALKING_UPSTAIRS","fBodyGyro","Z",118,-0.49630050559322
"575",3,"WALKING_UPSTAIRS","tBodyAcc","X",118,-0.026151782279661
"576",3,"WALKING_UPSTAIRS","tBodyAcc","Y",118,-0.0103914298591525
"577",3,"WALKING_UPSTAIRS","tBodyAcc","Z",118,-0.239909733752542
"578",3,"WALKING_UPSTAIRS","tBodyAccJerk","X",118,-0.207838259165254
"579",3,"WALKING_UPSTAIRS","tBodyAccJerk","Y",118,-0.105977718746102
"580",3,"WALKING_UPSTAIRS","tBodyAccJerk","Z",118,-0.343865579027119
"581",3,"WALKING_UPSTAIRS","tBodyAccJerkMag",NA,118,-0.43796087559322
"582",3,"WALKING_UPSTAIRS","tBodyAccMag",NA,118,-0.258806163771186
"583",3,"WALKING_UPSTAIRS","tBodyGyro","X",118,-0.19192061579661
"584",3,"WALKING_UPSTAIRS","tBodyGyro","Y",118,-0.361009125784746
"585",3,"WALKING_UPSTAIRS","tBodyGyro","Z",118,-0.235383467692373
"586",3,"WALKING_UPSTAIRS","tBodyGyroJerk","X",118,-0.311390663728814
"587",3,"WALKING_UPSTAIRS","tBodyGyroJerk","Y",118,-0.407905697219492
"588",3,"WALKING_UPSTAIRS","tBodyGyroJerk","Z",118,-0.311626017528814
"589",3,"WALKING_UPSTAIRS","tBodyGyroJerkMag",NA,118,-0.688444720847458
"590",3,"WALKING_UPSTAIRS","tBodyGyroMag",NA,118,-0.37810423270339
"591",3,"WALKING_UPSTAIRS","tGravityAcc","X",118,-0.0302536916101695
"592",3,"WALKING_UPSTAIRS","tGravityAcc","Y",118,-0.646338553813559
"593",3,"WALKING_UPSTAIRS","tGravityAcc","Z",118,-0.536206815169492
"594",3,"WALKING_UPSTAIRS","tGravityAccMag",NA,118,-0.258806163771186
"595",4,"LAYING","fBodyAcc","X",108,-0.955633479537037
"596",4,"LAYING","fBodyAcc","Y",108,-0.942632172777778
"597",4,"LAYING","fBodyAcc","Z",108,-0.964829366574074
"598",4,"LAYING","fBodyAccJerk","X",108,-0.979310875
"599",4,"LAYING","fBodyAccJerk","Y",108,-0.944168434444444
"600",4,"LAYING","fBodyAccJerk","Z",108,-0.97782228287037
"601",4,"LAYING","fBodyAccMag",NA,108,-0.93828883862963
"602",4,"LAYING","fBodyBodyAccJerkMag",NA,108,-0.960162122314815
"603",4,"LAYING","fBodyBodyGyroJerkMag",NA,108,-0.9830763525
"604",4,"LAYING","fBodyBodyGyroMag",NA,108,-0.954328492685185
"605",4,"LAYING","fBodyGyro","X",108,-0.971149237962963
"606",4,"LAYING","fBodyGyro","Y",108,-0.96418516962963
"607",4,"LAYING","fBodyGyro","Z",108,-0.96364336462963
"608",4,"LAYING","tBodyAcc","X",108,-0.345317261953704
"609",4,"LAYING","tBodyAcc","Y",108,-0.478358613256481
"610",4,"LAYING","tBodyAcc","Z",108,-0.536677732564815
"611",4,"LAYING","tBodyAccJerk","X",108,-0.442426679666667
"612",4,"LAYING","tBodyAccJerk","Y",108,-0.467638178096824
"613",4,"LAYING","tBodyAccJerk","Z",108,-0.492461263773333
"614",4,"LAYING","tBodyAccJerkMag",NA,108,-0.965441101203704
"615",4,"LAYING","tBodyAccMag",NA,108,-0.94292490987963
"616",4,"LAYING","tBodyGyro","X",108,-0.491166992847222
"617",4,"LAYING","tBodyGyro","Y",108,-0.527061054963889
"618",4,"LAYING","tBodyGyro","Z",108,-0.396176675453704
"619",4,"LAYING","tBodyGyroJerk","X",108,-0.540061540972222
"620",4,"LAYING","tBodyGyroJerk","Y",108,-0.512489336518518
"621",4,"LAYING","tBodyGyroJerk","Z",108,-0.527590494324074
"622",4,"LAYING","tBodyGyroJerkMag",NA,108,-0.98388335787037
"623",4,"LAYING","tBodyGyroMag",NA,108,-0.93863412212963
"624",4,"LAYING","tGravityAcc","X",108,-0.670932314074074
"625",4,"LAYING","tGravityAcc","Y",108,-0.0273257657407407
"626",4,"LAYING","tGravityAcc","Z",108,-0.317322649166667
"627",4,"LAYING","tGravityAccMag",NA,108,-0.94292490987963
"628",4,"SITTING","fBodyAcc","X",100,-0.9796853438
"629",4,"SITTING","fBodyAcc","Y",100,-0.8976251406
"630",4,"SITTING","fBodyAcc","Z",100,-0.93939153
"631",4,"SITTING","fBodyAccJerk","X",100,-0.9778113124
"632",4,"SITTING","fBodyAccJerk","Y",100,-0.9467957744
"633",4,"SITTING","fBodyAccJerk","Z",100,-0.9784271769
"634",4,"SITTING","fBodyAccMag",NA,100,-0.9244089023
"635",4,"SITTING","fBodyBodyAccJerkMag",NA,100,-0.9620426266
"636",4,"SITTING","fBodyBodyGyroJerkMag",NA,100,-0.9764047586
"637",4,"SITTING","fBodyBodyGyroMag",NA,100,-0.9388101534
"638",4,"SITTING","fBodyGyro","X",100,-0.9669613714
"639",4,"SITTING","fBodyGyro","Y",100,-0.9608520334
"640",4,"SITTING","fBodyGyro","Z",100,-0.9333226233
"641",4,"SITTING","tBodyAcc","X",100,-0.35438582554
"642",4,"SITTING","tBodyAcc","Y",100,-0.448693523119
"643",4,"SITTING","tBodyAcc","Z",100,-0.51903880124
"644",4,"SITTING","tBodyAccJerk","X",100,-0.44914608615
"645",4,"SITTING","tBodyAccJerk","Y",100,-0.4777271613547
"646",4,"SITTING","tBodyAccJerk","Z",100,-0.4955943804798
"647",4,"SITTING","tBodyAccJerkMag",NA,100,-0.966340697
"648",4,"SITTING","tBodyAccMag",NA,100,-0.9250513324
"649",4,"SITTING","tBodyGyro","X",100,-0.50978765098
"650",4,"SITTING","tBodyGyro","Y",100,-0.52394909074
"651",4,"SITTING","tBodyGyro","Z",100,-0.41341094731
"652",4,"SITTING","tBodyGyroJerk","X",100,-0.53342460772
"653",4,"SITTING","tBodyGyroJerk","Y",100,-0.513144873998
"654",4,"SITTING","tBodyGyroJerk","Z",100,-0.5089006333836
"655",4,"SITTING","tBodyGyroJerkMag",NA,100,-0.978148576
"656",4,"SITTING","tBodyGyroMag",NA,100,-0.9274808034
"657",4,"SITTING","tGravityAcc","X",100,-0.0560511442
"658",4,"SITTING","tGravityAcc","Y",100,-0.360552281961553
"659",4,"SITTING","tGravityAcc","Z",100,-0.42041438676
"660",4,"SITTING","tGravityAccMag",NA,100,-0.9250513324
"661",4,"STANDING","fBodyAcc","X",112,-0.976117593660714
"662",4,"STANDING","fBodyAcc","Y",112,-0.873464743401786
"663",4,"STANDING","fBodyAcc","Z",112,-0.909598869464286
"664",4,"STANDING","fBodyAccJerk","X",112,-0.974008808928571
"665",4,"STANDING","fBodyAccJerk","Y",112,-0.940849775535714
"666",4,"STANDING","fBodyAccJerk","Z",112,-0.972438958571429
"667",4,"STANDING","fBodyAccMag",NA,112,-0.906477028482143
"668",4,"STANDING","fBodyBodyAccJerkMag",NA,112,-0.958085891160714
"669",4,"STANDING","fBodyBodyGyroJerkMag",NA,112,-0.965450678482143
"670",4,"STANDING","fBodyBodyGyroMag",NA,112,-0.900701785
"671",4,"STANDING","fBodyGyro","X",112,-0.908964477946429
"672",4,"STANDING","fBodyGyro","Y",112,-0.950909392678571
"673",4,"STANDING","fBodyGyro","Z",112,-0.915966293303571
"674",4,"STANDING","tBodyAcc","X",112,-0.348210417053571
"675",4,"STANDING","tBodyAcc","Y",112,-0.435543244867768
"676",4,"STANDING","tBodyAcc","Z",112,-0.496519014473214
"677",4,"STANDING","tBodyAccJerk","X",112,-0.450226851989286
"678",4,"STANDING","tBodyAccJerk","Y",112,-0.472442417397437
"679",4,"STANDING","tBodyAccJerk","Z",112,-0.497121595064107
"680",4,"STANDING","tBodyAccJerkMag",NA,112,-0.960765110267857
"681",4,"STANDING","tBodyAccMag",NA,112,-0.898727367589286
"682",4,"STANDING","tBodyGyro","X",112,-0.47016645435
"683",4,"STANDING","tBodyGyro","Y",112,-0.505525998794643
"684",4,"STANDING","tBodyGyro","Z",112,-0.417215697741071
"685",4,"STANDING","tBodyGyroJerk","X",112,-0.526345886357143
"686",4,"STANDING","tBodyGyroJerk","Y",112,-0.511095447389286
"687",4,"STANDING","tBodyGyroJerk","Z",112,-0.503528684625536
"688",4,"STANDING","tBodyGyroJerkMag",NA,112,-0.965948429107143
"689",4,"STANDING","tBodyGyroMag",NA,112,-0.893063209107143
"690",4,"STANDING","tGravityAcc","X",112,-0.00835528232142858
"691",4,"STANDING","tGravityAcc","Y",112,-0.496757185464286
"692",4,"STANDING","tGravityAcc","Z",112,-0.366255474660714
"693",4,"STANDING","tGravityAccMag",NA,112,-0.898727367589286
"694",4,"WALKING","fBodyAcc","X",120,-0.436977189666667
"695",4,"WALKING","fBodyAcc","Y",120,-0.125599542002583
"696",4,"WALKING","fBodyAcc","Z",120,-0.61260189825
"697",4,"WALKING","fBodyAccJerk","X",120,-0.328104743058333
"698",4,"WALKING","fBodyAccJerk","Y",120,-0.244726698916667
"699",4,"WALKING","fBodyAccJerk","Z",120,-0.7506753415
"700",4,"WALKING","fBodyAccMag",NA,120,-0.55098859325
"701",4,"WALKING","fBodyBodyAccJerkMag",NA,120,-0.319523256
"702",4,"WALKING","fBodyBodyGyroJerkMag",NA,120,-0.741047750916667
"703",4,"WALKING","fBodyBodyGyroMag",NA,120,-0.601611394425
"704",4,"WALKING","fBodyGyro","X",120,-0.458015649833333
"705",4,"WALKING","fBodyGyro","Y",120,-0.671558913416667
"706",4,"WALKING","fBodyGyro","Z",120,-0.658919802166667
"707",4,"WALKING","tBodyAcc","X",120,-0.0811239780833333
"708",4,"WALKING","tBodyAcc","Y",120,-0.04683334215125
"709",4,"WALKING","tBodyAcc","Z",120,-0.348827935841667
"710",4,"WALKING","tBodyAccJerk","X",120,-0.1093448521575
"711",4,"WALKING","tBodyAccJerk","Y",120,-0.1091045536475
"712",4,"WALKING","tBodyAccJerk","Z",120,-0.376079530919167
"713",4,"WALKING","tBodyAccJerkMag",NA,120,-0.341809917916667
"714",4,"WALKING","tBodyAccMag",NA,120,-0.419864838666667
"715",4,"WALKING","tBodyGyro","X",120,-0.26635745738975
"716",4,"WALKING","tBodyGyro","Y",120,-0.369042310345833
"717",4,"WALKING","tBodyGyro","Z",120,-0.291020254939167
"718",4,"WALKING","tBodyGyroJerk","X",120,-0.303831311654167
"719",4,"WALKING","tBodyGyroJerk","Y",120,-0.423383692956667
"720",4,"WALKING","tBodyGyroJerk","Z",120,-0.347785409055
"721",4,"WALKING","tBodyGyroJerkMag",NA,120,-0.7057252025
"722",4,"WALKING","tBodyGyroMag",NA,120,-0.525454156113333
"723",4,"WALKING","tGravityAcc","X",120,-0.009913399
"724",4,"WALKING","tGravityAcc","Y",120,-0.526908623783333
"725",4,"WALKING","tGravityAcc","Z",120,-0.417601999666667
"726",4,"WALKING","tGravityAccMag",NA,120,-0.419864838666667
